"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.58691894665862e-05,0.553458975088785,0.373,0.205,0.96742707503977,"1","TMEM208"
4.6006700695886e-05,0.266013090944854,0.645,0.368,0.970327324376932,"1","PFKL"
4.64396945997194e-05,0.315919845827692,0.741,0.476,0.979459598802681,"1","RASSF5"
4.69383209041185e-05,0.659915476572675,0.307,0.158,0.989976126188763,"1","ZNF641"
4.71042052363876e-05,0.328090603585191,0.38,0.199,0.99347479264065,"1","PIGA"
4.73338105203475e-05,0.293396472711664,0.831,0.588,0.998317397684649,"1","PTPN2"
4.76036354289275e-05,0.388855242350016,0.53,0.297,1,"1","CS"
4.78080927664372e-05,0.325201286896614,0.711,0.489,1,"1","HIPK2"
4.79037684689345e-05,0.280914938589228,0.608,0.345,1,"1","MAP7D1"
4.80180409157725e-05,0.377703838411542,0.452,0.249,1,"1","DLD"
4.93689242864017e-05,0.445613994087886,0.386,0.204,1,"1","RRAGA"
5.02436037871753e-05,0.26217076579443,0.59,0.369,1,"1","HDAC8"
5.03817143704385e-05,0.402138423523103,0.373,0.199,1,"1","NSUN2"
5.11830074346899e-05,0.26288450203324,0.934,0.76,1,"1","CREBBP"
5.17983197395054e-05,0.453630411072621,0.373,0.199,1,"1","NCBP1"
5.29069649914365e-05,0.415959906798686,0.711,0.467,1,"1","RER1"
5.35501502493904e-05,0.438239637746301,0.331,0.175,1,"1","PGM2"
5.37593059824747e-05,0.354494399244749,0.867,0.665,1,"1","U2AF1"
5.45191402944753e-05,0.318500609859033,0.825,0.59,1,"1","HIGD2A"
5.52679039791827e-05,0.520917969072695,0.38,0.209,1,"1","MLEC"
5.53068207915535e-05,0.325537015551232,0.434,0.25,1,"1","GTF3C2"
5.53548226687084e-05,0.36245832213939,0.795,0.588,1,"1","NDUFA12"
5.66260214279561e-05,0.441953281088757,0.289,0.143,1,"1","WSB2"
5.74534414036404e-05,0.48638376140093,0.343,0.183,1,"1","CPSF3"
5.77803188790044e-05,0.291422269646428,0.873,0.697,1,"1","SLTM"
5.80471694942859e-05,0.288337077451287,0.458,0.246,1,"1","SMARCC2"
5.82692003541876e-05,0.437540011134882,0.59,0.359,1,"1","SNF8"
5.86790149588413e-05,0.34287351931362,0.584,0.352,1,"1","AUP1"
5.9268108305898e-05,0.567740574044684,0.283,0.142,1,"1","NAGPA"
5.94177483516695e-05,0.516566859304761,0.313,0.163,1,"1","AIMP2"
6.02091195726027e-05,0.271368807148827,0.476,0.272,1,"1","TM7SF3"
6.04811468380304e-05,0.262933962486203,0.482,0.272,1,"1","TRIP4"
6.08472446679672e-05,0.264728206297864,0.627,0.362,1,"1","CLPTM1L"
6.10138797617212e-05,0.406629570073884,0.38,0.209,1,"1","INSIG1"
6.1141992799787e-05,0.352021312376068,0.898,0.73,1,"1","VPS13C"
6.19158355040945e-05,0.274520045433688,0.765,0.536,1,"1","UBE3A"
6.29812021218949e-05,0.465581071038251,0.313,0.161,1,"1","PRRC1"
6.51981535060743e-05,0.440588186382043,0.271,0.132,1,"1","BBC3"
6.62755903778261e-05,0.675514864693442,0.307,0.163,1,"1","NFYA"
6.73058742943119e-05,0.313714458557425,0.416,0.228,1,"1","RFX1"
6.75895858074747e-05,0.363526981287287,0.524,0.31,1,"1","PRKCSH"
6.76681721868294e-05,0.284838814459485,0.807,0.566,1,"1","KLF13"
6.83778978010255e-05,0.26084838142184,0.892,0.691,1,"1","NFKB1"
6.87196868983316e-05,0.283885545487081,0.404,0.216,1,"1","SSRP1"
6.90075625855228e-05,0.279473648000389,0.446,0.245,1,"1","CDIPT"
7.07053221859645e-05,0.415433672508782,0.428,0.247,1,"1","MTHFD2"
7.0741969161496e-05,0.278042094972418,0.783,0.521,1,"1","UBR3"
7.25511106330287e-05,0.481271831837856,0.325,0.174,1,"1","TMEM39A"
7.25871570786176e-05,0.334891220581002,0.807,0.557,1,"1","ZNF706"
7.33595510422908e-05,0.448029350954558,0.313,0.159,1,"1","TLNRD1"
7.38098804174423e-05,0.341729602849114,0.271,0.132,1,"1","OCEL1"
7.39647750391052e-05,0.369784889476918,0.633,0.384,1,"1","MLF2"
7.43710081223417e-05,0.445797806016829,0.313,0.161,1,"1","PHKA2"
7.49334070609297e-05,0.428740917953587,0.386,0.214,1,"1","POR"
7.51589207898881e-05,0.419780694567681,0.488,0.288,1,"1","EDEM1"
7.52424133667674e-05,0.549584133778682,0.253,0.123,1,"1","TEN1"
7.57100910450229e-05,0.397865035312578,0.62,0.386,1,"1","ZNF655"
7.65008226025868e-05,0.294033910862114,0.554,0.324,1,"1","SLAIN2"
7.73177295628503e-05,0.411519013402397,0.355,0.194,1,"1","KATNIP"
7.74099282944559e-05,0.280412625411562,0.94,0.765,1,"1","SCAF11"
7.77643323657684e-05,0.361048842321707,0.669,0.432,1,"1","CACUL1"
7.82106649576479e-05,0.337733355572626,0.554,0.344,1,"1","CLIP4"
7.8635030050806e-05,0.352204066087217,0.518,0.309,1,"1","RALBP1"
7.94781132776752e-05,0.337811288552979,0.627,0.392,1,"1","ARHGAP9"
7.9869831894903e-05,0.389364362801315,0.277,0.136,1,"1","GMFB"
8.02689556965561e-05,0.301346156697331,0.837,0.612,1,"1","PER1"
8.03028742826977e-05,0.509346967147774,0.337,0.18,1,"1","CTSO"
8.2651121051672e-05,0.423192606900529,0.313,0.162,1,"1","FAM199X"
8.26714684414052e-05,0.386244913630304,0.639,0.409,1,"1","APH1A"
8.42528313141809e-05,0.329028875521172,0.524,0.307,1,"1","IDH3B"
8.43080072200705e-05,0.477330264937752,0.373,0.207,1,"1","ZNF267"
8.44033442542873e-05,0.412820228571621,0.325,0.171,1,"1","NQO2"
8.48328211580741e-05,0.38373995095239,0.398,0.218,1,"1","POP4"
8.60277697291993e-05,0.304102972151035,0.361,0.194,1,"1","CASP2"
8.62394505405209e-05,0.250849465407909,0.386,0.213,1,"1","ENSG00000270022"
8.6673383600827e-05,0.355704919891935,0.729,0.49,1,"1","SMIM7"
8.68215851864538e-05,0.313031028446219,0.416,0.233,1,"1","MBD3"
8.73196025518174e-05,0.428732825237842,0.386,0.212,1,"1","RAB35"
8.89438600985379e-05,0.278030511401349,0.813,0.575,1,"1","MYO5A"
9.03309976848998e-05,0.341226097538715,0.596,0.373,1,"1","GPI"
9.1748957991971e-05,0.417992153292429,0.416,0.239,1,"1","GET3"
9.2060071960891e-05,0.316840067658273,0.783,0.562,1,"1","SELENOT"
9.45593363422933e-05,0.32004092560753,0.325,0.168,1,"1","USB1"
9.57658156694667e-05,0.276795604744054,0.861,0.68,1,"1","AFF4"
9.75362295659055e-05,0.260947585546776,0.669,0.47,1,"1","TMCC1"
9.8624585772169e-05,0.306884344277645,0.283,0.144,1,"1","SLC25A20"
9.89317641537188e-05,0.290801404607934,0.982,0.878,1,"1","GMFG"
9.92621696191922e-05,0.274077297342635,0.904,0.735,1,"1","MARK3"
9.97388714852609e-05,0.274604937895158,0.295,0.149,1,"1","QTRT2"
0.000100563347445838,0.301140031449438,0.506,0.293,1,"1","NUS1"
0.000100618053947858,0.273012714601707,0.524,0.307,1,"1","SUGP2"
0.000102265775164337,0.317012227779998,0.386,0.215,1,"1","SMIM12"
0.000102692868005339,0.351752827904448,0.398,0.221,1,"1","C5orf15"
0.000103669901763456,0.378050059806627,0.554,0.338,1,"1","MBTPS1"
0.000104327599706217,0.282052523328534,0.771,0.542,1,"1","VPS53"
0.000104739013574743,0.340760582759555,0.331,0.172,1,"1","EI24"
0.000105379269805939,0.260105025087436,0.892,0.654,1,"1","COX8A"
0.000105769921352057,0.346429138852305,0.669,0.431,1,"1","STX16"
0.00010797606176914,0.538088462037923,0.271,0.135,1,"1","LIN7C"
0.000108780028108955,0.304874042658228,0.735,0.478,1,"1","ZXDC"
0.000108989402476536,0.341691621487336,0.705,0.443,1,"1","BAZ2A"
0.000111671736449961,0.295388680843983,0.663,0.438,1,"1","LMBR1"
0.000111874812192831,0.292562999371808,0.578,0.345,1,"1","MRPS36"
0.00011503307504768,0.424332620466057,0.271,0.136,1,"1","ZNF589"
0.000118351531948173,0.274903265385795,0.705,0.466,1,"1","CSNK1G1"
0.000122980238898231,0.393168618528001,0.446,0.259,1,"1","GIMAP6"
0.000123189371927048,0.352321261750015,0.319,0.167,1,"1","PIGBOS1"
0.000124179697699525,0.427723273079448,0.518,0.335,1,"1","VEZT"
0.000125765394611927,0.402888525892816,0.307,0.162,1,"1","FAM234A"
0.000126009622178208,0.303785075511986,0.355,0.202,1,"1","LRRC28"
0.000126799741976895,0.289887600389985,0.687,0.453,1,"1","SLA"
0.000127030101974726,0.263783347258747,0.5,0.292,1,"1","GPR65"
0.000127180167746172,0.395384759593132,0.699,0.455,1,"1","CCT5"
0.000128466280530935,0.307023261076139,0.705,0.454,1,"1","PRKAR2A"
0.000130083697829761,0.33739932185677,0.675,0.45,1,"1","SDCCAG8"
0.000132535173466187,0.290251259614033,0.633,0.388,1,"1","SAP30BP"
0.000133261347762287,0.374076550967808,0.524,0.317,1,"1","CYC1"
0.000133957789725793,0.454220026011619,0.404,0.235,1,"1","IFFO2"
0.000135057801740662,0.294395925280947,0.825,0.609,1,"1","PPP2CA"
0.000135442112778586,0.259329929874412,0.657,0.426,1,"1","HGSNAT"
0.00013553151437109,0.347473221050383,0.94,0.746,1,"1","DDX3X"
0.000143214806753026,0.311470908718591,0.488,0.297,1,"1","ZCCHC10"
0.000143747908106846,0.557480952075522,0.295,0.16,1,"1","ZNF100"
0.000144151165045127,0.401539640255302,0.289,0.151,1,"1","TJAP1"
0.000145080976873703,0.316799095489817,0.53,0.315,1,"1","ST3GAL2"
0.00014603018964513,0.487516315149339,0.265,0.134,1,"1","TMEM218"
0.000146176373534341,0.34650025912418,0.518,0.304,1,"1","MCRIP1"
0.000146201909429436,0.566290074822149,0.392,0.229,1,"1","ARL4A"
0.000149699345438828,0.395785045532477,0.38,0.209,1,"1","HPS3"
0.000150876479038916,0.377507839333218,0.566,0.348,1,"1","OTUB1"
0.000153076190461544,0.514818201786473,0.265,0.133,1,"1","ZNG1C"
0.000155193884788513,0.290269601994456,0.681,0.452,1,"1","USP7"
0.000155786536665708,0.283339703661748,0.904,0.711,1,"1","EIF3M"
0.000159483820598739,0.313346851142803,0.825,0.579,1,"1","COPS9"
0.000161801685177023,0.294864666324103,0.627,0.395,1,"1","PPIP5K2"
0.00016181765637631,0.386195381503485,0.307,0.166,1,"1","RNF185"
0.000164643332919777,0.330522443487241,0.458,0.267,1,"1","DNAJC4"
0.000165477772818747,0.598063821353089,0.277,0.146,1,"1","CAPN3"
0.000165709767182999,0.459413563610994,0.398,0.231,1,"1","ZNF124"
0.000167234403941301,0.348283195316868,0.831,0.593,1,"1","YY1"
0.000172532630902208,0.303742761648906,0.392,0.225,1,"1","ZNF487"
0.000173661562519858,0.359446158258776,0.518,0.324,1,"1","SMC1A"
0.000175390662195022,0.491370875193594,0.265,0.138,1,"1","CD99L2"
0.00017712608651528,0.315483726781328,0.506,0.302,1,"1","SEC23B"
0.000180502408057128,0.274621785800431,0.964,0.81,1,"1","EIF4B"
0.000183633788115848,0.301458436830497,0.259,0.137,1,"1","TAFA2"
0.000186741772147183,0.27271421307218,0.536,0.305,1,"1","TOX4"
0.00018781559317388,0.254588822777545,0.602,0.37,1,"1","DCP2"
0.000192595923902264,0.390441201896037,0.259,0.129,1,"1","ZNF561"
0.000193093438647206,0.281095908553501,0.301,0.164,1,"1","WIPI1"
0.000193666891942556,0.290962180578794,0.904,0.671,1,"1","TMEM258"
0.000197902748362944,0.295133598355893,0.886,0.719,1,"1","KDM6A"
0.000198809222717613,0.331841424984644,0.91,0.704,1,"1","CHD1"
0.000200532950832986,0.349010271734887,0.759,0.55,1,"1","ANKRD13D"
0.000202444095165825,0.27086031902859,0.38,0.214,1,"1","HSDL2"
0.000203438798844719,0.454840691452364,0.337,0.193,1,"1","NSUN3"
0.000205298285996153,0.416486212802086,0.331,0.184,1,"1","MRPL37"
0.00020761672544559,0.360088023514987,0.271,0.138,1,"1","TMEM60"
0.000207733115897749,0.302406744038297,0.699,0.443,1,"1","COX14"
0.000209063791833969,0.276498249538286,0.349,0.188,1,"1","PANK3"
0.000209457775146307,0.381306060050887,0.916,0.734,1,"1","YPEL5"
0.000211890439429136,0.427620578303792,0.38,0.219,1,"1","IDH3A"
0.000213414118216813,0.279314292619689,0.458,0.265,1,"1","AKAP8"
0.000215081763492614,0.280523444387311,0.518,0.309,1,"1","STAT5A"
0.000217795602701631,0.291600631004917,0.584,0.379,1,"1","NCOA6"
0.000220858838133468,0.269889513968864,0.717,0.463,1,"1","ARHGEF6"
0.000221504691133292,0.280864662744005,0.398,0.223,1,"1","LZIC"
0.000225316715654396,0.355813061728299,0.434,0.257,1,"1","SRPRA"
0.000225362951305902,0.381270959166017,0.452,0.253,1,"1","ITGAE"
0.000229752853114665,0.384531214752835,0.542,0.346,1,"1","RFLNB"
0.000229864637138325,0.520601459129288,0.283,0.15,1,"1","TBC1D7"
0.000234857417446586,0.398965410561198,0.56,0.362,1,"1","MSH3"
0.000235778122681419,0.256374722677856,0.265,0.133,1,"1","SLC35A5"
0.000236433481032365,0.320395069758726,0.849,0.659,1,"1","SCFD1"
0.000240052799953409,0.329136642738368,0.313,0.169,1,"1","SCAMP4"
0.000241334135658252,0.392290167807683,0.253,0.13,1,"1","MLLT1"
0.000242370122363863,0.364064517451282,0.801,0.641,1,"1","STK24"
0.000247461368292012,0.337264582443977,0.494,0.304,1,"1","PWWP2A"
0.000248826790888195,0.251560975413586,0.831,0.593,1,"1","PAPOLA"
0.000249501860598154,0.422312120845168,0.422,0.24,1,"1","COA8"
0.000255779043811566,0.352247539055939,0.367,0.208,1,"1","KANSL3"
0.000257902640721029,0.39699038934722,0.265,0.136,1,"1","ZFYVE1"
0.000260936365353651,0.323254953541879,0.627,0.386,1,"1","NDUFS2"
0.000265816811453072,0.300734660871015,0.789,0.571,1,"1","RBM33"
0.000267234477642193,0.340804833801111,0.608,0.377,1,"1","DYNC1I2"
0.000270742386642491,0.295674196297322,0.289,0.15,1,"1","DCTN1"
0.000271071404928058,0.315873427903871,0.855,0.657,1,"1","BABAM2"
0.000274174402790316,0.533067170788163,0.253,0.132,1,"1","ABCC5"
0.000281859629967068,0.28173263241798,0.578,0.361,1,"1","GOLGA7"
0.000281940355851024,0.367039845341572,0.681,0.481,1,"1","SNX17"
0.000283680839243442,0.391121148870843,0.295,0.155,1,"1","TMEM11"
0.00028475352088878,0.274754562179591,0.873,0.641,1,"1","PRPF40A"
0.000288354864334012,0.338088007124822,0.687,0.434,1,"1","PPCS"
0.000289767485794021,0.400851734804029,0.639,0.434,1,"1","PPP6C"
0.00029085770364612,0.264368411289157,0.639,0.401,1,"1","PSMC6"
0.000296905194819172,0.301466095925999,0.313,0.166,1,"1","TMEM250"
0.000297283830592199,0.344482851567532,0.428,0.248,1,"1","SETD1B"
0.00029871616051161,0.351196682429887,0.265,0.137,1,"1","PITRM1"
0.000299690242762173,0.438787446588992,0.422,0.244,1,"1","EMC6"
0.000301512193717539,0.273982372268827,0.41,0.238,1,"1","SLC9A1"
0.000302843989784294,0.252636743596411,0.542,0.343,1,"1","IDH2"
0.000304771705007824,0.389026007445904,0.295,0.158,1,"1","HSD17B12"
0.000305183047352034,0.28311299800065,0.801,0.541,1,"1","NDUFS6"
0.000311804001639961,0.314379855197161,0.687,0.503,1,"1","WDR7"
0.00032128966557964,0.334748074348329,0.566,0.349,1,"1","NMI"
0.000323459538449418,0.260465894478969,0.795,0.599,1,"1","MLLT10"
0.000324686352437958,0.356637594220324,0.271,0.139,1,"1","VPS11"
0.000335066524466761,0.344823159900057,0.578,0.36,1,"1","OGFR"
0.00033746625954881,0.253706397853402,0.813,0.587,1,"1","SEPTIN2"
0.000338021139446338,0.284795309141174,0.964,0.86,1,"1","ELF1"
0.00034477159913391,0.352813134718863,0.343,0.196,1,"1","TATDN3"
0.000355226853327839,0.258207979017244,0.265,0.136,1,"1","GATC"
0.000364413018780548,0.299424418101631,0.554,0.335,1,"1","UGGT1"
0.000364751058157442,0.277050357329831,0.657,0.42,1,"1","WIPI2"
0.000365239221917562,0.272826811135899,0.464,0.267,1,"1","PRPF38A"
0.000369805733749438,0.25572903907367,0.807,0.555,1,"1","ATP5PD"
0.000372145654961653,0.394406585317812,0.271,0.146,1,"1","ALG8"
0.000376120561657457,0.490219199850115,0.289,0.158,1,"1","ZNF384"
0.000381412401769007,0.283547280913215,0.53,0.321,1,"1","FUNDC2"
0.000395368444561419,0.366077372213347,0.319,0.178,1,"1","CRKL"
0.000396877312454664,0.42055123366935,0.47,0.293,1,"1","OSTM1"
0.000404884228149275,0.447265170625739,0.343,0.194,1,"1","SLC4A1AP"
0.000417646516559171,0.430352212014309,0.416,0.246,1,"1","MRPS23"
0.000417776274751816,0.358106975693925,0.41,0.237,1,"1","NDUFA8"
0.000424645981990198,0.409343037825848,0.295,0.16,1,"1","THAP9-AS1"
0.000438354932860005,0.269135301204716,0.458,0.264,1,"1","LLPH"
0.000443828354572159,0.382553845369073,0.38,0.217,1,"1","NOLC1"
0.000451167297253549,0.387106293784582,0.584,0.377,1,"1","WBP11"
0.000451976612843998,0.318033397712608,0.518,0.314,1,"1","GID8"
0.00045471121517997,0.272689482585609,0.723,0.475,1,"1","HTT"
0.000459176403162809,0.288737251779435,0.657,0.416,1,"1","LBR"
0.000460516431469847,0.37950779146008,0.41,0.246,1,"1","SIAH1"
0.000483394561633618,0.41709103255435,0.307,0.169,1,"1","RAVER1"
0.000485088462300403,0.29436979173834,0.741,0.501,1,"1","PSMD7"
0.0004886239640464,0.253537192351631,0.614,0.394,1,"1","EDEM3"
0.00048973310979839,0.2917470389753,0.464,0.279,1,"1","IARS2"
0.000489734989677236,0.352151682332517,0.355,0.203,1,"1","ATL3"
0.000495901071750873,0.26094167621677,0.331,0.183,1,"1","ELOA"
0.00050400834491256,0.354664689342165,0.295,0.163,1,"1","CEP20"
0.000510392402108816,0.303213729769534,0.729,0.49,1,"1","NDUFA10"
0.000518877799249401,0.424481849603823,0.349,0.201,1,"1","SIK1"
0.000519921647945311,0.297641839935034,0.675,0.459,1,"1","LYPLA1"
0.000522703773054537,0.390585497979701,0.331,0.189,1,"1","CISD3"
0.000529084624553984,0.344276168888946,0.355,0.205,1,"1","PKNOX1"
0.000532531238631717,0.272647377795995,0.271,0.143,1,"1","UPK3BL1"
0.000536146025399737,0.345291116386522,0.398,0.232,1,"1","WDR6"
0.000538306177204007,0.263080198050856,0.361,0.207,1,"1","AP3M1"
0.000538982930839975,0.265285152891412,0.723,0.465,1,"1","TMED2"
0.000542614292709604,0.250474730202022,0.675,0.432,1,"1","ETNK1"
0.000550748659246551,0.316564013369775,0.38,0.217,1,"1","EMC8"
0.0005597394957563,0.274236951242364,0.62,0.406,1,"1","ZNFX1"
0.000560016514040148,0.330066956678393,0.361,0.206,1,"1","PLEKHA3"
0.000562601880952674,0.370827406327202,0.38,0.222,1,"1","SBNO2"
0.000563672741277772,0.453362120416267,0.524,0.35,1,"1","RNF139"
0.000571869282452026,0.267506911077562,0.807,0.582,1,"1","ABRACL"
0.000572054588830398,0.457545269851065,0.259,0.138,1,"1","SHC1"
0.000582723018450162,0.25754811010989,0.596,0.385,1,"1","TMPO"
0.000586587848622122,0.321894649390058,0.416,0.248,1,"1","LRRC58"
0.000588019344154708,0.435345659986902,0.355,0.213,1,"1","WASHC2A"
0.000604172497219106,0.41340790757383,0.253,0.135,1,"1","DEDD"
0.000613601503064979,0.259756968133408,0.741,0.505,1,"1","CIR1"
0.000625234723901475,0.512245630351295,0.325,0.191,1,"1","TOR3A"
0.000628164034924713,0.340443449926871,0.53,0.333,1,"1","TMEM9B"
0.000629604665472744,0.418385154655201,0.367,0.221,1,"1","COPG1"
0.000662753718232974,0.413628814501908,0.331,0.188,1,"1","XPOT"
0.000667462186909966,0.253025217363395,0.524,0.324,1,"1","BIRC2"
0.000668018824186624,0.266433716725799,0.602,0.394,1,"1","PSMD9"
0.000669859644426974,0.266731957172952,0.428,0.255,1,"1","GRHPR"
0.000678030868128714,0.383886246287713,0.62,0.424,1,"1","CSNK1D"
0.00068660103654859,0.357647743653694,0.627,0.433,1,"1","ENSG00000291136"
0.000690458631088992,0.250283358810384,0.386,0.226,1,"1","SVBP"
0.000697132442432193,0.352631785598589,0.38,0.221,1,"1","ZNG1A"
0.000697676605737648,0.294356677417512,0.819,0.591,1,"1","EIF4H"
0.000705266230408742,0.284092669857761,0.602,0.378,1,"1","SMU1"
0.00070864636101744,0.369112425961861,0.313,0.184,1,"1","MIOS"
0.000756402388658332,0.252881733985719,0.524,0.318,1,"1","MRPS5"
0.000760032877954968,0.333459072443588,0.283,0.153,1,"1","MRPL45"
0.000778853171276143,0.353530204706444,0.331,0.19,1,"1","ZMIZ2"
0.000789609051522531,0.26816461239243,0.44,0.267,1,"1","VPS45"
0.000791312731795054,0.511218330744862,0.301,0.179,1,"1","CAMSAP1"
0.000793290195991119,0.272449716826131,0.319,0.187,1,"1","METTL25"
0.000794920534396191,0.266940458294729,0.373,0.217,1,"1","TMUB2"
0.000796168223440245,0.309813329300907,0.639,0.417,1,"1","TCERG1"
0.000837783350048318,0.650764974563547,0.307,0.181,1,"1","RNF103"
0.000838959379659393,0.279132979175938,0.307,0.173,1,"1","CINP"
0.00084701804533801,0.282925923460892,0.645,0.411,1,"1","ADSS2"
0.000875125158108424,0.338855634446571,0.265,0.149,1,"1","RSKR"
0.000899266340976022,0.281811952264603,0.476,0.297,1,"1","CRCP"
0.000922274207859572,0.255738490341241,0.934,0.769,1,"1","STAG2"
0.000968590395468122,0.271863390444514,0.639,0.425,1,"1","IRF2"
0.000969534944710551,0.431118678950658,0.283,0.159,1,"1","ZBTB2"
0.000969715846322409,0.341090969061007,0.259,0.139,1,"1","FABP5"
0.00101102414223441,0.282555955798996,0.44,0.276,1,"1","LPCAT3"
0.00103348408309535,0.37078700772626,0.277,0.153,1,"1","CIC"
0.0010342759408457,0.266333172055695,0.681,0.48,1,"1","RAB18"
0.00103780118785333,0.255266924230222,0.59,0.369,1,"1","TES"
0.00109768394827516,0.272175566934589,0.687,0.483,1,"1","WAPL"
0.00114290088417592,0.298191403899892,0.452,0.282,1,"1","SAR1B"
0.00114446360969493,0.328624973083346,0.283,0.155,1,"1","FAM217B"
0.00114763317281609,0.309882240150189,0.801,0.569,1,"1","DDT"
0.00116929138598325,0.333238206431379,0.253,0.139,1,"1","RBM12"
0.00119036357038299,0.261722749777303,0.404,0.238,1,"1","BCCIP"
0.00122298147302885,0.297958741867283,0.59,0.412,1,"1","SLC25A36"
0.00122649061836045,0.445248695849551,0.301,0.181,1,"1","PPARA"
0.001257132593443,0.318391744155266,0.355,0.217,1,"1","TBC1D4"
0.00134213564832613,0.250865266770837,0.693,0.462,1,"1","LSM6"
0.00134869003971237,0.25011608364402,0.325,0.186,1,"1","ISG20L2"
0.00135168819443599,0.404480367096093,0.283,0.164,1,"1","POGLUT1"
0.00135882112369571,0.48749713522772,0.259,0.148,1,"1","GALNT3"
0.00140696568080713,0.40658564090385,0.301,0.178,1,"1","NOCT"
0.00144349364721673,0.269778527825626,0.855,0.641,1,"1","RTRAF"
0.00147017013050254,0.262874941723708,0.542,0.359,1,"1","ZMAT2"
0.00158023771519696,0.376353188186015,0.476,0.311,1,"1","CWC25"
0.00160192050739789,0.349770891442774,0.283,0.16,1,"1","THOC6"
0.00161016306519391,0.328664027978243,0.675,0.472,1,"1","SNRPE"
0.00163387600630987,0.345388617540743,0.277,0.16,1,"1","CEP164"
0.00164522956080886,0.4155219295159,0.283,0.164,1,"1","SPATA2L"
0.00170295207006838,0.252025922069436,0.735,0.487,1,"1","PFDN2"
0.0017449156340557,0.25721356539389,0.898,0.698,1,"1","TAX1BP1"
0.00174962807280322,0.444837049847659,0.265,0.151,1,"1","GPN3"
0.00175446519761389,0.401746907033618,0.458,0.292,1,"1","NAA20"
0.00181768659937449,0.304532546318876,0.386,0.237,1,"1","UROS"
0.00185152929704828,0.409366310960576,0.283,0.168,1,"1","ABHD13"
0.00186809754664972,0.28321396762624,0.355,0.218,1,"1","SLX4IP"
0.00188260119886089,0.314905209951892,0.295,0.173,1,"1","PML"
0.00190598859392244,0.358645426225614,0.416,0.261,1,"1","C6orf89"
0.00194580991881458,0.277172931752265,0.741,0.514,1,"1","PJA2"
0.00194664998481207,0.264445668053036,0.831,0.614,1,"1","PSMB10"
0.00207317841673859,0.419811706126586,0.319,0.196,1,"1","INTS1"
0.00207663864474378,0.251735512003088,0.283,0.161,1,"1","TARS1"
0.00212604647781517,0.261868653867083,0.669,0.462,1,"1","CHMP2A"
0.00225023463043844,1.03274259538081,0.548,0.404,1,"1","TMX4"
0.00226138853325155,0.399912808873782,0.259,0.15,1,"1","TAF5L"
0.00228649369981265,0.252663881629009,0.645,0.415,1,"1","TMCO1"
0.00230504160112158,0.250637905306768,0.512,0.322,1,"1","MAEA"
0.00233851338163977,0.281948730842988,0.325,0.197,1,"1","XPNPEP3"
0.00251613602208776,0.264832701613304,0.295,0.174,1,"1","LSG1"
0.00260846090788061,0.269508656273149,0.62,0.41,1,"1","MRPL52"
0.002625691428106,0.477549638579291,0.271,0.163,1,"1","THAP9"
0.00265315857867424,0.254656828620275,0.325,0.196,1,"1","LARP1B"
0.00291861214960931,0.258837392282265,0.681,0.49,1,"1","SCAND1"
0.002949624666558,0.423773309125908,0.361,0.241,1,"1","PLIN2"
0.00295916648499384,0.303179291329726,0.253,0.146,1,"1","DHX32"
0.00296354826370797,0.33617532937949,0.331,0.202,1,"1","ZNG1E"
0.00304959765552528,0.262014661526166,1,0.965,1,"1","TXNIP"
0.00305910403613559,0.340039366956661,0.259,0.15,1,"1","RNF220"
0.00323450690640731,0.309677565489348,0.669,0.454,1,"1","PSMG2"
0.00324881996855798,0.267732683185029,0.295,0.175,1,"1","TYW3"
0.00331371164589312,0.282041091458625,0.319,0.195,1,"1","NMD3"
0.00338655955558625,0.401398347888876,0.434,0.278,1,"1","COMMD8"
0.00343762573158951,0.371682258272469,0.422,0.278,1,"1","HAT1"
0.00344704066666241,0.282195211458693,0.687,0.495,1,"1","PSMB7"
0.00345752389987877,0.260079959198375,0.675,0.487,1,"1","TBC1D15"
0.00355452481235416,0.268210103019828,0.38,0.23,1,"1","GPAA1"
0.00362662783372131,0.299724573168675,0.608,0.401,1,"1","ATP5MC1"
0.00384898832677645,0.251133044774167,0.44,0.282,1,"1","GATD3"
0.00413497904609828,0.293697982829185,0.283,0.172,1,"1","PIGF"
0.0041746065696602,0.302030149061543,0.265,0.158,1,"1","MAPK3"
0.00428685105709048,0.266206904236126,0.373,0.227,1,"1","ARAF"
0.00446593174913342,0.461102260320039,0.265,0.162,1,"1","SLC25A40"
0.00449438693355919,0.302769513349685,0.44,0.287,1,"1","PGGT1B"
0.00458175372196582,0.31296422495357,0.313,0.196,1,"1","MPHOSPH6"
0.00466603097441023,0.278187296274437,0.675,0.454,1,"1","AURKAIP1"
0.00485882169093972,0.325119289159841,0.355,0.224,1,"1","DDRGK1"
0.00509253180156522,0.306844707134942,0.669,0.469,1,"1","NDUFB3"
0.00512226699162318,0.272330997336804,0.416,0.275,1,"1","FBXO38"
0.00526682614958095,0.269408593466187,0.307,0.185,1,"1","ORMDL2"
0.00530596259377977,0.256899989235977,0.633,0.452,1,"1","ARL5A"
0.00535569182703347,0.309893547161084,0.265,0.16,1,"1","SLC9A6"
0.00537423324545718,0.272492450216875,0.283,0.171,1,"1","CDADC1"
0.00582801851771713,0.277806180212919,0.506,0.358,1,"1","NR4A1"
0.00598110466320997,0.317854704229271,0.301,0.195,1,"1","TXNDC16"
