Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000272106,ENSG00000272106,0.03676293625184171,0.03779558514325476,1,0.03544865024313328,-0.03779558514325476,1
ENSG00000197530,MIB2,0.2319868046236908,1.1336347822903088,0.00041675690207976034,0.10473464844562107,-1.1336347822903088,0.0004167569020797604
ENSG00000189409,MMP23B,0.06972281013280325,2.876859366928197,0.0000020334497434610345,0.008056511418893929,-2.876859366928197,0.000002033449743461034
ENSG00000248333,CDK11B,0.4145337984259393,-0.07544389104050686,0.9155454572176127,0.4366629189040509,0.07544389104050686,0.9155454572176127
ENSG00000272004,ENSG00000272004,0.007606124741760354,0.13989377276199022,1,0.0064452091351151425,-0.13989377276199022,1
ENSG00000189339,SLC35E2B,0.43861986010818044,0.6754062832841119,0.023512987994393577,0.27392138824239354,-0.6754062832841119,0.023512987994393594
ENSG00000008128,CDK11A,0.5374994817510651,0.8235435523957405,0.002829871427208953,0.3029248293504117,-0.8235435523957405,0.002829871427208964
ENSG00000290854,ENSG00000290854,0.23705755445153104,1.7827910425672884,0.00000006839344844661298,0.067674695918709,-1.7827910425672884,0.0000000683934484466128
ENSG00000008130,NADK,0.26874974087553255,-1.7062204569749693,0.0000000000029977194705905324,0.879771046943217,1.7062204569749693,0.0000000000029977194705905715
ENSG00000078369,GNB1,2.35663098248875,-0.4970706872779169,0.05127418918322674,3.3273392160031925,0.4970706872779169,0.051274189183229776
ENSG00000231050,GNB1-DT,0.002535374913920118,-0.3455330544082509,1,0.0032226045675575713,0.3455330544082509,1
ENSG00000178821,TMEM52,0.001267687456960059,-0.34553305440825177,1,0.0016113022837787856,0.34553305440825177,1
ENSG00000142609,CFAP74,0.001267687456960059,-0.34553305440825177,1,0.0016113022837787856,0.34553305440825177,1
ENSG00000187730,GABRD,0.005070749827840236,1.97639504047911,0.6961747813268345,0,-1.97639504047911,0.6961747813268334
ENSG00000067606,PRKCZ,0.25860824121985204,2.2046640281522287,0.00000000029723257097492457,0.054784277648478714,-2.2046640281522287,0.00000000029723257097492514
ENSG00000271806,ENSG00000271806,0.01267687456960059,0.7919704693416838,0.5143628020148847,0.0064452091351151425,-0.7919704693416838,0.5143628020148848
ENSG00000182873,PRKCZ-AS1,0,-1.3455330544082518,0.6471242317822016,0.0016113022837787856,1.3455330544082518,0.6471242317822016
ENSG00000162585,FAAP20,0.47791817127394226,0.03183402690453785,1,0.46727766229584783,-0.03183402690453785,1
ENSG00000234396,ENSG00000234396,0.015212249483520708,3.35490666373284,0.009001772489405598,0,-3.35490666373284,0.009001772489405596
ENSG00000157933,SKI,0.6782127894736316,0.7093288806262675,0.01354015338842599,0.41410468693114794,-0.7093288806262675,0.013540153388425888
ENSG00000287356,ENSG00000287356,0.003803062370880177,1.6544669455917482,0.5135898858502544,0,-1.6544669455917482,0.5135898858502544
ENSG00000116151,MORN1,0.0621166853910429,0.7747611793094609,0.16095924590959743,0.03544865024313328,-0.7747611793094609,0.1609592459095974
ENSG00000272420,ENSG00000272420,0.005070749827840236,-1.3455330544082518,0.22276984638233016,0.01450172055400907,1.3455330544082518,0.2227698463823301
ENSG00000157916,RER1,0.6084899793408284,-0.37521918495290224,0.20234417629906357,0.789538119051605,0.37521918495290224,0.20234417629906348
ENSG00000157911,PEX10,0.11662724604032543,1.1492316373413272,0.004556091677605458,0.05156167308092114,-1.1492316373413272,0.004556091677605454
ENSG00000149527,PLCH2,0.09761193418592455,4.939869164453997,0.00000000000036753556146361436,0.0016113022837787856,-4.939869164453997,0.00000000000036753556146361265
ENSG00000224387,ENSG00000224387,0,-1.3455330544082518,0.6471242317822016,0.0016113022837787856,1.3455330544082518,0.6471242317822016
ENSG00000157881,PANK4,0.0900058094441642,0.7369291057837213,0.11060656668150311,0.05317297536469993,-0.7369291057837213,0.11060656668150311
ENSG00000272449,ENSG00000272449,0.1609963070339275,0.2450760094540474,0.6471242317822016,0.135349391837418,-0.2450760094540474,0.6471242317822016
ENSG00000238164,TNFRSF14-AS1,0.0773289348745636,1.2867351610912614,0.0074974810132527854,0.030614743391796928,-1.2867351610912614,0.007497481013252785
ENSG00000157873,TNFRSF14,0.6908896640432322,0.3678457194403394,0.23553606332365257,0.5349523582145569,-0.3678457194403394,0.23553606332365237
ENSG00000228037,ENSG00000228037,0.011409187112640532,1.3914325397579548,0.2844910610840602,0.0032226045675575713,-1.3914325397579548,0.2844910610840603
ENSG00000289610,ENSG00000289610,0.001267687456960059,-1.930495555129407,0.21550282316147865,0.008056511418893929,1.930495555129407,0.21550282316147867
ENSG00000157870,PRXL2B,0.07225818504672336,1.1201305179405607,0.019491906147435317,0.032226045675575715,-1.1201305179405607,0.019491906147435317
ENSG00000142606,MMEL1,0.003803062370880177,-1.515458055850563,0.1777230953014624,0.012890418270230285,1.515458055850563,0.1777230953014625
ENSG00000215912,TTC34,0.01267687456960059,0.5289360635078904,0.6753826909410443,0.008056511418893929,-0.5289360635078904,0.6753826909410443
ENSG00000177133,PRDM16-DT,0.001267687456960059,0.6544669455917482,1,0,-0.6544669455917482,1
ENSG00000142611,PRDM16,0.002535374913920118,-1.0824986485744574,0.6471242317822016,0.0064452091351151425,1.0824986485744574,0.6471242317822016
ENSG00000162591,MEGF6,0.11662724604032543,1.8013083339210199,0.000015377658602454564,0.032226045675575715,-1.8013083339210199,0.00001537765860245456
ENSG00000238260,ENSG00000238260,0.01267687456960059,3.1138985642290455,0.014115379280483988,0,-3.1138985642290455,0.014115379280483984
ENSG00000158109,TPRG1L,0.18381468125920855,0.5588892856095176,0.13371693887653885,0.1240702758509665,-0.5588892856095176,0.13371693887653882
ENSG00000116213,WRAP73,0.14071330772256654,-0.12314063307180279,0.870394667281083,0.15307371695898464,0.12314063307180279,0.8703946672810833
ENSG00000078900,TP73,0.003803062370880177,1.6544669455917482,0.45527785729580433,0,-1.6544669455917482,0.4552778572958042
ENSG00000227589,TP73-AS3,0.001267687456960059,0.6544669455917482,1,0,-0.6544669455917482,1
ENSG00000235169,SMIM1,0.016479936940480767,0.6544669455917482,0.6076624613606043,0.009667813702672714,-0.6544669455917482,0.6076624613606045
ENSG00000130764,LRRC47,0.20029461819968933,-0.2614687896197765,0.5384264118770153,0.24008404028303906,0.2614687896197765,0.5384264118770142
ENSG00000116198,CEP104,0.2510021164780917,0.3138116426354811,0.42819843277699365,0.2014127854723482,-0.3138116426354811,0.428198432776994
ENSG00000169598,DFFB,0.08620274707328401,0.40543939775183446,0.4661523393931187,0.06445209135115143,-0.40543939775183446,0.46615233939311945
ENSG00000198912,C1orf174,0.17874393143136832,0.11771353791321237,0.8727592429293225,0.16435283294543615,-0.11771353791321237,0.8727592429293227
ENSG00000236423,LINC01134,0.006338437284800295,-0.7605705536870948,0.632358025993628,0.0112791159864515,0.7605705536870948,0.6323580259936279
ENSG00000284703,ENSG00000284703,0.001267687456960059,0.6544669455917482,1,0,-0.6544669455917482,1
ENSG00000196581,AJAP1,0.017747624397440827,3.561357541200267,0.051587727921824617,0,-3.561357541200267,0.05158772792182463
