Feature,Normalized.Dispersion
ENSG00000289379,1.1936666300601533
ENSG00000169288,1.890739969907091
ENSG00000138759,-0.7339435647689817
ENSG00000138772,31.358255968181204
ENSG00000251442,-1.4357836144324034
ENSG00000260278,-0.017309674069781143
ENSG00000138756,2.7293181417050407
ENSG00000163291,-0.07376574225010935
ENSG00000249307,2.8224162803963995
ENSG00000156269,NaN
ENSG00000250334,52.143731214335034
ENSG00000163297,1.3058502303749262
ENSG00000248719,4.351732036577329
ENSG00000152784,2.9941017865413277
ENSG00000197826,7.780041477999548
ENSG00000152785,NaN
ENSG00000138669,0.9110134673111037
ENSG00000138670,0.21985309260857971
ENSG00000273156,0.05653878867797778
ENSG00000289480,NaN
ENSG00000138668,-1.2105258523948115
ENSG00000272677,1.0451255496325293
ENSG00000152795,-1.2934549876079549
ENSG00000145293,-0.26970087924506253
ENSG00000249242,1.9299115579388049
ENSG00000145284,4.913376632924103
ENSG00000138674,-0.5601597244737988
ENSG00000251022,3.0681668281798036
ENSG00000168152,-0.3283059807030582
ENSG00000189308,3.3224101745320676
ENSG00000138663,-1.3646357590390465
ENSG00000286035,0.27494761115387334
ENSG00000145287,1.6617004014062569
ENSG00000250057,-0.2173820769841227
ENSG00000173085,-0.6962134572892582
ENSG00000173083,1.0532864369643171
ENSG00000163312,0.9150552260780205
ENSG00000163319,-1.8878976231973816
ENSG00000163322,-1.203761357646924
ENSG00000138678,0.8242129075199481
ENSG00000249171,NaN
ENSG00000250546,1.3281939753411078
ENSG00000163624,-1.066742948953521
ENSG00000163625,3.613872180327513
ENSG00000180769,-0.5597391048442468
ENSG00000286189,NaN
ENSG00000138639,6.827820522683244
ENSG00000109339,2.1483272060301886
ENSG00000250062,2.2730979927137565
ENSG00000163629,6.4886589953452996
ENSG00000145283,NaN
ENSG00000163633,4.362980781154281
ENSG00000284968,0.6579675164646029
ENSG00000172493,1.759668612591996
ENSG00000145332,-0.32603644535164467
ENSG00000170509,-1.235928186156611
ENSG00000198189,-0.5658549802042928
ENSG00000170502,-0.9716059372619826
ENSG00000152583,1.905373576818213
ENSG00000249001,NaN
ENSG00000118762,2.879149733514985
ENSG00000118777,NaN
ENSG00000163644,0.9053442319507952
ENSG00000246375,4.029486562043954
ENSG00000287181,NaN
ENSG00000138642,3.351840329325254
ENSG00000138646,1.4458512618849584
ENSG00000285122,NaN
ENSG00000138641,0.6118627271215247
ENSG00000177432,-1.1920404505624242
ENSG00000248019,-0.04417809059443624
ENSG00000138640,6.24207484592458
ENSG00000180346,-1.903654120389843
ENSG00000270720,NaN
ENSG00000185477,4.173859101604157
ENSG00000251095,NaN
ENSG00000288563,NaN
ENSG00000145335,37.868133466493994
ENSG00000138722,19.29191291689241
ENSG00000184305,22.92086597723737
ENSG00000248984,NaN
ENSG00000152208,0.5497532236591801
ENSG00000163104,0.24724068701622176
ENSG00000163106,-0.7249069362569224
ENSG00000163110,1.5033935384031927
ENSG00000249951,-0.021366234109060887
ENSG00000138696,1.7692446531073005
ENSG00000182168,0.6018118395881547
ENSG00000248510,-1.2284261833730272
ENSG00000163116,1.575368175300644
ENSG00000251620,NaN
ENSG00000214559,12.100059897236854
ENSG00000289532,0.686830460738939
ENSG00000138698,-0.24898978473788722
ENSG00000168785,7.6567862335559695
ENSG00000251523,-0.6130657283773732
ENSG00000151247,0.9846502547747418
ENSG00000263923,4.016483089566668
ENSG00000164024,0.5436035178527241
ENSG00000272777,-2.099572567599834
ENSG00000197894,-1.9148398995777296
ENSG00000246090,5.887492729998449
ENSG00000198099,NaN
ENSG00000172955,0.8053631751183686
ENSG00000145331,-0.6144069399722759
ENSG00000138823,3.8911626458799153
ENSG00000070190,16.374415299654117
ENSG00000109270,-1.698157290958425
ENSG00000164031,0.056675060147865226
ENSG00000164032,-0.6026179018561452
ENSG00000245322,0.9896009724245604
ENSG00000164035,NaN
ENSG00000138814,0.7530319525614754
ENSG00000254531,0.18548817492319525
ENSG00000153064,15.414588210029349
ENSG00000251309,0.6061321582371373
ENSG00000138821,0.4812315932323243
ENSG00000248161,-0.4337006078550659
ENSG00000260651,0.14816193597089297
ENSG00000109320,-0.00010662438633449979
ENSG00000109323,-0.009497841831646774
ENSG00000109332,-1.042740315971221
ENSG00000286242,-1.296206932161774
ENSG00000246560,0.2889953151774418
ENSG00000145354,-1.0350423298061275
ENSG00000164037,2.457299186206693
ENSG00000164038,1.637611206799997
ENSG00000164039,0.10758457788802431
ENSG00000138778,0.11625104512463016
ENSG00000248740,NaN
ENSG00000169836,NaN
ENSG00000249614,NaN
ENSG00000251170,NaN
ENSG00000168772,NaN
ENSG00000245384,0.9681430474828646
ENSG00000248242,10.610288674075367
ENSG00000248373,-2.3924754630005824
ENSG00000251259,-1.3961779556167342
ENSG00000168769,1.1294448352724913
ENSG00000251586,NaN
ENSG00000138777,-1.183684384429057
ENSG00000236699,0.1961400016982595
ENSG00000138785,0.15954789831747732
ENSG00000138780,1.9804664906186156
ENSG00000249635,7.082460898184605
ENSG00000145348,0.2805349214615186
ENSG00000164022,-1.9515297889220873
ENSG00000286147,1.153596043969193
ENSG00000155011,1.675709599686261
ENSG00000138801,-0.19358316168695666
ENSG00000164023,1.3020226325884046
ENSG00000245293,-1.1416505243084867
ENSG00000155016,0.5991275869849677
ENSG00000249604,NaN
ENSG00000138796,-0.776050979985184
ENSG00000138795,8.635504930351296
ENSG00000232021,9.906107568280808
ENSG00000234492,1.6602017893617018
ENSG00000109475,-1.1204712356844968
ENSG00000198856,-1.0874929124704833
ENSG00000286136,0.7636116901158003
ENSG00000188517,5.995312113433563
ENSG00000247950,-0.7935054325285723
ENSG00000138802,-0.6094102625332968
ENSG00000005059,0.048835088827542575
ENSG00000138794,2.1026057197847168
ENSG00000273447,-0.9919560122953889
ENSG00000123739,13.990138191362934
ENSG00000205403,NaN
ENSG00000272795,-0.7907202758204399
ENSG00000109534,-1.1351356193781907
ENSG00000180245,6.152497773962947
ENSG00000138798,12.524126447028575
ENSG00000170522,8.047093512389287
ENSG00000288913,0.22323746035274644
ENSG00000138792,6.137945292642894
ENSG00000288692,0.16197111942944692
ENSG00000248656,NaN
ENSG00000250855,NaN
ENSG00000249815,NaN
ENSG00000288691,NaN
ENSG00000174749,0.24154050020495046
ENSG00000260526,-1.6112461689195152
ENSG00000138660,0.052089126707725066
ENSG00000145365,-0.7155345108812551
ENSG00000073331,0.4923749152127477
ENSG00000249509,NaN
ENSG00000138658,1.5120638961890691
ENSG00000174720,-0.9730202900910283
ENSG00000145362,1.2974150369415185
ENSG00000145349,1.506206364083148
ENSG00000180801,2.1683193055629824
ENSG00000174607,0.62368507884153
ENSG00000138653,NaN
ENSG00000286637,NaN
ENSG00000224932,NaN
ENSG00000236922,NaN
ENSG00000288921,NaN
ENSG00000164100,NaN
ENSG00000269893,-0.5827373754873244
ENSG00000164099,NaN
ENSG00000291201,-0.8484163196908406
ENSG00000281731,-0.5174805130158354
ENSG00000145388,-0.07106558975493775
ENSG00000150961,-0.4498619817719395
ENSG00000172403,0.5703774779277535
ENSG00000172399,NaN
ENSG00000145390,2.275267947541182
ENSG00000164096,-1.3896926324323733
ENSG00000291202,-0.7783875249563412
ENSG00000291203,0.10165415729878934
ENSG00000250950,1.094253575904872
ENSG00000138735,4.144444029026868
ENSG00000164109,-0.7537964402396388
ENSG00000250938,3.9895189254232
ENSG00000138738,1.9407090903913866
ENSG00000050730,9.704504415908083
ENSG00000186867,NaN
ENSG00000164111,0.5760906877403064
ENSG00000123737,-1.1635766350242165
ENSG00000145386,2.3697164648692035
ENSG00000138686,2.6037920390609726
ENSG00000138741,NaN
ENSG00000138688,0.49866828778222144
ENSG00000109471,NaN
ENSG00000227145,NaN
ENSG00000181004,2.4290204382373526
ENSG00000138685,NaN
ENSG00000273007,NaN
ENSG00000170917,-1.1060212231457875
ENSG00000145375,2.4783410627938243
ENSG00000164056,1.4456678704619148
ENSG00000249464,-0.052895132262176243
ENSG00000249837,NaN
ENSG00000261083,NaN
ENSG00000151458,-1.5666786985574692
ENSG00000196159,2.442176408252874
ENSG00000250149,-1.341733246225598
ENSG00000287021,NaN
ENSG00000164066,23.46680127787454
ENSG00000151475,NaN
ENSG00000164070,1.8573585549475233
ENSG00000261668,NaN
ENSG00000142731,1.9961943267318496
ENSG00000164073,0.5164306262425059
ENSG00000164074,0.5390901294515908
ENSG00000138709,0.7288796166211069
ENSG00000164040,-0.015343825370819401
ENSG00000251432,4.776030918614351
ENSG00000280711,NaN
ENSG00000077684,-0.42704412192153635
ENSG00000151466,1.6446574872429787
ENSG00000151470,-1.193817756938796
ENSG00000246876,NaN
ENSG00000249618,NaN
ENSG00000251326,-1.0251311546802218
ENSG00000251555,6.376664785690958
ENSG00000251598,19.221162139594483
ENSG00000251488,NaN
ENSG00000250241,NaN
ENSG00000251388,NaN
ENSG00000251199,-2.1890142045101557
ENSG00000251291,NaN
ENSG00000249000,NaN
ENSG00000248330,NaN
ENSG00000251567,NaN
ENSG00000248869,-0.3902055322414315
ENSG00000248307,NaN
ENSG00000151012,0.9338044099407291
ENSG00000251372,-0.8316677667323772
ENSG00000250195,4.435837874525284
ENSG00000151014,0.5543652114591079
ENSG00000109381,-0.01495359250343135
ENSG00000288785,-1.3247453161317144
ENSG00000109390,-1.0702179720512344
ENSG00000164134,-1.0105074621335186
ENSG00000273247,2.25081964443333
ENSG00000172007,-0.4180996801025254
ENSG00000145391,-0.5089449997812215
ENSG00000272717,-1.0340683283848133
ENSG00000286896,-0.3806481356504889
ENSG00000085871,-0.18533848387721014
ENSG00000196782,4.6077189688277596
ENSG00000153130,-1.4168682708730245
ENSG00000196951,-0.7469082987879813
ENSG00000205301,NaN
ENSG00000179387,-0.5348587279710842
ENSG00000109424,NaN
ENSG00000109436,2.419169652356408
ENSG00000248335,NaN
ENSG00000273472,-1.0347425034608437
ENSG00000170153,2.2947862013547007
ENSG00000109445,-1.698394173615861
ENSG00000248747,NaN
ENSG00000248810,4.6684784509991575
ENSG00000272632,-2.0295699001100225
ENSG00000250141,NaN
ENSG00000164136,2.4128252171195035
ENSG00000109452,6.179570153039396
ENSG00000249806,8.363960166115945
ENSG00000250326,2.3155953269139444
ENSG00000170185,0.006073742071735754
ENSG00000250969,NaN
ENSG00000109458,3.592803167112838
ENSG00000286771,-1.8223474249953608
ENSG00000245112,NaN
ENSG00000153147,-0.7405334068167123
ENSG00000251600,13.519952299086333
ENSG00000183090,5.203831175528386
ENSG00000197465,1.2819558639366437
ENSG00000250361,NaN
ENSG00000285783,3.730972459797129
ENSG00000248890,1.4718198816864396
ENSG00000164161,0.6604216618629415
ENSG00000164162,-0.6283393477136953
ENSG00000250406,NaN
ENSG00000164163,-1.419144885656119
ENSG00000164164,-0.8439352618052591
ENSG00000170365,-0.8510059479473991
ENSG00000151611,-0.22433065731595364
ENSG00000237136,-0.9730512969834695
ENSG00000151612,2.53546194116058
ENSG00000251687,NaN
ENSG00000260303,NaN
ENSG00000248809,NaN
ENSG00000164167,-1.6577523498639186
ENSG00000250673,1.7954049521257982
ENSG00000120519,0.9564453589456449
ENSG00000288998,0.3357879104066713
ENSG00000151617,NaN
ENSG00000251688,NaN
ENSG00000251298,1.9267049955712092
ENSG00000164168,-0.7092139127973296
ENSG00000164169,1.3538393141076275
ENSG00000071205,3.1629707826880753
ENSG00000151623,3.121000439104143
ENSG00000250354,4.339507488648823
ENSG00000287292,6.680056115631545
ENSG00000249752,NaN
ENSG00000248210,6.274080188096864
ENSG00000234828,NaN
ENSG00000170390,0.10851792581070946
ENSG00000198589,0.3234606472854995
ENSG00000249690,NaN
ENSG00000145425,-1.0039642737225563
ENSG00000109686,1.3826751272765974
ENSG00000270681,-0.7471208638463674
ENSG00000270265,1.029193956473258
ENSG00000251611,NaN
ENSG00000164142,11.42780808617598
ENSG00000059691,-1.1548553924056477
ENSG00000251455,NaN
ENSG00000248991,1.9439127440239883
ENSG00000251249,-0.8776157029524693
ENSG00000245954,0.012898124490827025
ENSG00000250706,8.386604547615464
ENSG00000251377,1.4877004469899116
ENSG00000109670,0.0803817991143888
ENSG00000287555,-0.15360174337770263
ENSG00000268471,0.4036381177752388
ENSG00000170006,0.8945783582031425
ENSG00000248571,-7.003485846845008
ENSG00000169989,2.285197033679535
ENSG00000164144,1.7332196507413726
ENSG00000137460,0.5355810850746118
ENSG00000249022,2.7280351057898025
ENSG00000109654,0.9361375778752472
ENSG00000121211,1.55127996897164
ENSG00000121210,-0.6667584116575267
ENSG00000287216,-1.30704434146636
ENSG00000290441,7.968964513885695
ENSG00000137462,4.437783651643395
ENSG00000145428,1.3875435297946273
ENSG00000249309,-3.3511176275949373
ENSG00000280241,0.07511620777875458
ENSG00000197410,0.5655050336545038
ENSG00000171566,-0.0902494658637598
ENSG00000121207,NaN
ENSG00000151962,NaN
ENSG00000250910,NaN
ENSG00000164114,2.089425540103793
ENSG00000251244,-0.6974870111224227
ENSG00000164116,15.546308195942908
ENSG00000061918,27.60241113037248
ENSG00000151790,NaN
ENSG00000256043,-1.3275438352039721
ENSG00000289320,56.6384258400331
ENSG00000145431,1.8906304227543205
ENSG00000248629,NaN
ENSG00000120251,NaN
ENSG00000286133,-0.3298327465783287
ENSG00000287226,-0.8331438609825016
ENSG00000164125,2.9359157768188138
ENSG00000248429,1.4589956677017826
ENSG00000287822,NaN
ENSG00000250604,-2.2737906906407277
ENSG00000164124,3.9920597296700966
ENSG00000286558,-3.6527742282727482
ENSG00000171509,4.196987299285386
ENSG00000205208,-0.5345426529683122
ENSG00000171503,2.147338139855735
ENSG00000171497,-1.78498676457186
ENSG00000052795,-0.09299161051545234
ENSG00000164123,0.4699410744763827
ENSG00000109756,1.1757391089012788
ENSG00000250488,NaN
ENSG00000249425,NaN
ENSG00000168843,-1.6696096652070045
ENSG00000287072,NaN
ENSG00000250027,NaN
ENSG00000145414,-0.7128781078049435
ENSG00000198498,-1.1788399634998192
ENSG00000145416,2.724851326104427
ENSG00000273449,-1.9744344453501579
ENSG00000248771,0.7052225122013838
ENSG00000248329,NaN
ENSG00000183439,-0.7073500097861195
ENSG00000250486,NaN
ENSG00000176979,0.5751068761306489
ENSG00000250374,NaN
ENSG00000170088,0.1826255098962982
ENSG00000109466,0.28502720997994757
ENSG00000052802,0.6820787456395004
ENSG00000109472,NaN
ENSG00000038295,2.5931748766278413
ENSG00000249675,NaN
ENSG00000196104,4.463627264994396
ENSG00000248601,NaN
ENSG00000109511,NaN
ENSG00000287188,NaN
ENSG00000137628,1.6824054736943612
ENSG00000181381,0.8443599107087353
ENSG00000129116,4.953082023007642
ENSG00000145439,1.1147544941176861
ENSG00000154447,5.1486192800985755
ENSG00000251171,NaN
ENSG00000137601,0.23926609049045397
ENSG00000286302,0.7223519861794842
ENSG00000109572,2.690832220437873
ENSG00000056050,-1.0530245181456834
ENSG00000248319,0.5994084405469223
ENSG00000198948,35.354636751581765
ENSG00000109576,NaN
ENSG00000250266,NaN
ENSG00000174473,0.2633716952319171
ENSG00000245213,-1.330093255638782
ENSG00000109586,1.397869338671717
ENSG00000290017,0.7842930773973149
ENSG00000248774,2.450050421367467
ENSG00000164104,2.394514117959095
ENSG00000288728,NaN
ENSG00000272870,2.2812607351222423
ENSG00000164105,-1.4056794518647675
ENSG00000164106,-2.333464612250749
ENSG00000288025,-1.3943286580063308
ENSG00000286226,-0.4902842776999039
ENSG00000237125,-0.06985945457561404
ENSG00000250708,NaN
ENSG00000251216,NaN
ENSG00000248174,2.0317643258777065
ENSG00000289210,0.03548134210527445
ENSG00000164117,1.184027080121388
ENSG00000164118,1.0701717677171128
ENSG00000249875,NaN
ENSG00000164120,4.510258296248272
ENSG00000251584,3.3928628753532077
ENSG00000145451,5.956693423691757
ENSG00000168594,NaN
ENSG00000286494,0.5572355149502125
ENSG00000150625,24.19256038650606
ENSG00000150627,0.0990263932177786
ENSG00000164122,NaN
ENSG00000248980,-0.2974168245110973
ENSG00000289149,-0.9120245753774628
ENSG00000129128,-1.4528943100875893
ENSG00000289520,-0.03538812763917158
ENSG00000150630,6.3893931274876214
ENSG00000287544,0.30718322336284054
ENSG00000109674,-10.158379728261027
ENSG00000249084,NaN
ENSG00000038002,-1.3141473322619133
ENSG00000250131,3.9140082083585264
ENSG00000231171,-0.4045170315199373
ENSG00000251504,NaN
ENSG00000250993,NaN
ENSG00000249883,NaN
ENSG00000248197,NaN
ENSG00000177822,0.0596968415648442
ENSG00000218336,0.33466393501549335
ENSG00000129187,-0.4502256279079798
ENSG00000251359,1.3076112854767301
ENSG00000151718,2.2049977801982785
ENSG00000168564,-0.22409851241355444
ENSG00000232648,1.57955086473167
ENSG00000168556,-1.2594911521611039
ENSG00000272744,NaN
ENSG00000182552,-1.2627790624331425
ENSG00000168538,-0.20892827044549256
ENSG00000173320,NaN
ENSG00000164303,-0.12056808830574275
ENSG00000180712,1.079520006390482
ENSG00000249096,-0.1166068562388418
ENSG00000168310,-0.81820330174817
ENSG00000270426,-1.3909495813562422
ENSG00000271646,0.23710466333536223
ENSG00000286292,0.33559653988908367
ENSG00000271538,-0.24674908954599686
ENSG00000254233,NaN
ENSG00000164305,0.497588157932229
ENSG00000164306,1.5926524196851384
ENSG00000151725,1.7722774508531036
ENSG00000151726,14.949751102282226
ENSG00000251139,3.932269579017686
ENSG00000286256,-1.1522874588890892
ENSG00000251230,0.5570558500562315
ENSG00000289139,-0.36246772565660984
ENSG00000289197,-0.7645727048145601
ENSG00000250754,-1.2175560498853257
ENSG00000151729,-0.4853016049546173
ENSG00000164323,-0.35885099548120364
ENSG00000109762,1.612265524237997
ENSG00000109771,-0.077421976874713
ENSG00000250410,-0.809756625068806
ENSG00000186352,0.8134522365826934
ENSG00000109775,-1.0254959603628275
ENSG00000205129,-0.04524093927243211
ENSG00000168491,0.8538578474090022
ENSG00000249679,-0.8546442749301839
ENSG00000154556,0.08503657803283365
ENSG00000233110,NaN
ENSG00000164342,-0.27064984043716184
ENSG00000109794,-0.7333814624004235
ENSG00000145476,-0.9461316225053883
ENSG00000164344,0.5868403356407083
ENSG00000088926,2.1525344535597912
ENSG00000251165,-0.9542050846113577
ENSG00000168412,0.32715882333840385
ENSG00000249742,NaN
ENSG00000250971,NaN
ENSG00000250658,0.6012381184959892
ENSG00000250620,NaN
ENSG00000250590,NaN
ENSG00000286641,NaN
ENSG00000179046,NaN
ENSG00000247130,NaN
ENSG00000249378,0.7960358749281284
ENSG00000249269,NaN
ENSG00000250626,NaN
ENSG00000249877,NaN
ENSG00000250739,NaN
ENSG00000245685,3.744744312827329
ENSG00000109536,-1.334238795721408
ENSG00000153404,NaN
ENSG00000164366,-1.3973941488107078
ENSG00000073578,-0.21516757662269298
ENSG00000248925,28.177943655918266
ENSG00000249915,-2.081016374948897
ENSG00000063438,0.3382881712026057
ENSG00000221990,-1.2645080112991003
ENSG00000180104,0.21956130373009689
ENSG00000188242,NaN
ENSG00000066230,NaN
ENSG00000225138,13.136310857132974
ENSG00000249650,NaN
ENSG00000112877,0.23368417408047587
ENSG00000171368,-1.2315391385663628
ENSG00000271781,NaN
ENSG00000289088,NaN
ENSG00000206077,2.780325982759754
ENSG00000288930,NaN
ENSG00000188818,1.5633236366127512
ENSG00000028310,-1.0410883288739365
ENSG00000071539,0.06380582250619278
ENSG00000287600,NaN
ENSG00000113504,-0.7424356822053279
ENSG00000174358,NaN
ENSG00000287486,NaN
ENSG00000049656,-1.568199662414128
ENSG00000286388,0.8909516610391429
ENSG00000250584,NaN
ENSG00000153395,1.194916691785478
ENSG00000291055,0.08737872765970023
ENSG00000271119,-0.511524173593711
ENSG00000291079,-0.04365437628366551
ENSG00000171421,-1.463716442021167
ENSG00000145494,-1.892105357013723
ENSG00000248994,NaN
ENSG00000248118,NaN
ENSG00000249830,NaN
ENSG00000248973,1.3584684765921462
ENSG00000145536,-1.0734846780768965
ENSG00000286753,0.21835834327158424
ENSG00000164151,-0.47956415123384416
ENSG00000250490,-0.2963079665099719
ENSG00000133398,-1.48260771530294
ENSG00000287031,-0.33086345894680663
ENSG00000215218,-1.2808871419628243
ENSG00000250056,NaN
ENSG00000037474,-1.123952356591308
ENSG00000145545,-0.1395483488508287
ENSG00000248677,-1.261670585505689
ENSG00000112941,-0.19875626486634235
ENSG00000251365,-0.6061619579750159
ENSG00000250974,-0.48654436335195994
ENSG00000078295,0.7509531900185671
ENSG00000124275,-1.028740280919761
ENSG00000124279,-0.20374475779698833
ENSG00000288002,-0.4349930614184736
ENSG00000245729,NaN
ENSG00000272049,NaN
ENSG00000247516,-0.165813636367737
ENSG00000250619,1.7265893212527492
ENSG00000112902,14.366202261335648
ENSG00000250786,NaN
ENSG00000249781,NaN
ENSG00000249807,NaN
ENSG00000272417,NaN
ENSG00000150756,-0.8975094279904846
ENSG00000150753,-2.2732873018982005
ENSG00000164237,-1.2602605514397287
ENSG00000259802,1.2522894181398596
ENSG00000145495,-1.0428346050982726
ENSG00000145491,-0.813171012811218
ENSG00000246016,NaN
ENSG00000164236,5.103543566329973
ENSG00000112977,-1.3413725508585412
ENSG00000272324,-1.413457033535066
ENSG00000169862,4.4740823461177515
ENSG00000248131,NaN
ENSG00000039139,3.8497566228252063
ENSG00000251423,NaN
ENSG00000038382,2.253603625519187
ENSG00000145569,0.2398766298628395
ENSG00000261360,-1.4772433977953807
ENSG00000154124,-1.065431593279843
ENSG00000154122,1.2870898667360313
ENSG00000286970,-0.9423425735430291
ENSG00000272057,-1.92032689196608
ENSG00000286441,NaN
ENSG00000249332,0.4156366292587594
ENSG00000286377,NaN
ENSG00000183580,-0.6835425546362786
ENSG00000183654,NaN
ENSG00000248150,0.1535775200733893
ENSG00000173545,-1.7997678682810774
ENSG00000289112,0.9663345295719851
ENSG00000154153,2.7981557820158383
ENSG00000246214,0.26186337466646853
ENSG00000250415,0.33346862465650373
ENSG00000145555,0.6760943628327943
ENSG00000176788,3.580094881403886
ENSG00000215196,1.6149032363792142
ENSG00000248455,NaN
ENSG00000248693,1.373015892755768
ENSG00000145526,-0.8549603545110598
ENSG00000249854,NaN
ENSG00000251629,-1.0974705332519847
ENSG00000286751,NaN
ENSG00000291102,0.9411327185705378
ENSG00000253766,9.689362722118213
ENSG00000154162,-1.7856570394522011
ENSG00000248874,3.138242730650228
ENSG00000286134,2.237456833447612
ENSG00000286238,NaN
ENSG00000248605,NaN
ENSG00000250337,NaN
ENSG00000248490,NaN
ENSG00000250453,NaN
ENSG00000259786,-1.8957067781863908
ENSG00000289601,NaN
ENSG00000113360,-0.4271735705658314
ENSG00000082213,-0.41246963484711213
ENSG00000133401,2.5321255988480633
ENSG00000250764,0.4645311554467042
ENSG00000113384,-0.4166117433265748
ENSG00000272086,-0.857595355266885
ENSG00000150712,0.022224013060375098
ENSG00000056097,-0.7939197469291825
ENSG00000113387,-0.17842950888372647
ENSG00000113389,7.798197584463443
ENSG00000250697,-0.7406140848722159
ENSG00000251443,NaN
ENSG00000249572,6.055125739406378
ENSG00000113407,-1.0177322420273112
ENSG00000151388,5.1307002314981895
ENSG00000164175,NaN
ENSG00000242110,-0.30303692619278144
ENSG00000082196,-0.3887808488231955
ENSG00000271771,NaN
ENSG00000290548,0.7079011002337285
ENSG00000286543,1.9109702637728565
ENSG00000039560,1.9212882014713293
ENSG00000272323,NaN
ENSG00000205838,-0.0676421532738965
ENSG00000113456,-0.7217165230423591
ENSG00000113460,-0.8290656902528061
ENSG00000168724,-1.3943432506439268
ENSG00000113492,1.8638623637192717
ENSG00000113494,3.5480121491297054
ENSG00000152582,2.9326836309143864
ENSG00000248969,2.0176909357384623
ENSG00000168685,5.575782570327981
ENSG00000164187,0.23406299845211423
ENSG00000145604,0.7169559286599217
ENSG00000152620,-0.45302076191418994
ENSG00000164188,NaN
ENSG00000079215,0.026436083161747247
ENSG00000250155,-0.9334147293512394
ENSG00000272103,0.03478624115017121
ENSG00000285967,-0.9204930015731977
ENSG00000164190,-0.5563455437525773
ENSG00000197603,0.8239677399816355
ENSG00000286193,-0.6898567640797849
ENSG00000113569,0.48528705759119894
ENSG00000082068,-0.23316148534307796
ENSG00000248587,0.6893212176692357
ENSG00000248461,NaN
ENSG00000164318,NaN
ENSG00000113594,NaN
ENSG00000249740,NaN
ENSG00000145623,-1.08882317407504
ENSG00000164327,-0.3938964781464399
ENSG00000289196,-0.3497958428954324
ENSG00000286809,1.533840120775394
ENSG00000082074,0.7414133531703199
ENSG00000113600,9.75447420533788
ENSG00000153071,32.003921655826
ENSG00000250585,NaN
ENSG00000283286,-1.5624392404979823
ENSG00000285552,0.5683186105560682
ENSG00000285616,2.447932918933702
ENSG00000113638,0.8088323232938769
ENSG00000289540,0.12021836038857676
ENSG00000171522,-0.7049480781909554
ENSG00000132356,-0.5558499867024131
ENSG00000288911,-0.6086083183342103
ENSG00000145592,-0.9347890123992268
ENSG00000132357,-0.24670228060238372
ENSG00000112936,-1.0234614936552575
ENSG00000039537,1.3582580817807746
ENSG00000182836,NaN
ENSG00000083720,0.7913145706071862
ENSG00000286164,NaN
ENSG00000248668,-0.7760361594442444
ENSG00000205765,-1.4546120157261733
ENSG00000151876,0.46770040854795614
ENSG00000112964,-0.14108804803759042
ENSG00000198865,-0.017344076470685706
ENSG00000250722,8.084533672654537
ENSG00000272234,-1.7726365764300434
ENSG00000286271,2.3164915982927266
ENSG00000287263,4.969374403574676
ENSG00000289206,-0.23238140199410662
ENSG00000286656,1.441739656682006
ENSG00000271788,2.921440633597008
ENSG00000177738,-0.4158675069154583
ENSG00000251131,0.6392217222200571
ENSG00000272382,-0.19116573939862053
ENSG00000177721,-0.5860268649338848
ENSG00000215068,-0.11143067571511625
ENSG00000272144,1.2060516165233517
ENSG00000172262,-0.45788382643280345
ENSG00000177453,2.22200515897202
ENSG00000112972,4.721895804492849
ENSG00000151882,0.5547583959965622
ENSG00000151881,0.7132794770925365
ENSG00000249492,0.984495864304209
ENSG00000172244,-0.3439219953729979
ENSG00000248554,4.152107681857927
ENSG00000248240,0.03380489669358755
ENSG00000172239,-0.775463442981236
ENSG00000248092,4.022063876922435
ENSG00000112992,0.17781041624961744
ENSG00000070193,NaN
ENSG00000248464,NaN
ENSG00000251141,2.2259884339898375
ENSG00000112996,-0.9470708998467267
ENSG00000272335,-1.0979762010931418
ENSG00000164588,3.7630049013270392
ENSG00000250122,NaN
ENSG00000170571,0.11320799693425558
ENSG00000151883,0.42458492188406416
ENSG00000289056,-0.4475366810355055
ENSG00000248898,11.49121944305454
ENSG00000152684,-1.4267895939054585
ENSG00000213949,0.6481883040377144
ENSG00000249899,-1.596461197600614
ENSG00000164171,15.165507194279492
ENSG00000272123,NaN
ENSG00000164172,-1.2179439214149483
ENSG00000247796,-0.45361972219458574
ENSG00000164258,-0.987569172216621
ENSG00000272416,1.3078224516306676
ENSG00000185305,0.4494443571052387
ENSG00000287087,1.9652305134117638
ENSG00000288957,0.7712723344779615
ENSG00000249069,17.08620980874994
ENSG00000169271,NaN
ENSG00000178996,-0.43719704627458994
ENSG00000287367,2.0797186767560807
ENSG00000164283,NaN
ENSG00000240535,-0.26006953055499693
ENSG00000113088,20.8005497754697
ENSG00000145649,16.413066132018994
ENSG00000164287,4.501550470355297
ENSG00000251307,0.03076630774121516
ENSG00000067248,-0.17545642115407736
ENSG00000039123,-0.20821317391786082
ENSG00000067113,2.801260976840737
ENSG00000177058,2.446783579481063
ENSG00000152670,NaN
ENSG00000164509,1.2820351843557054
ENSG00000134352,2.7825039698494094
ENSG00000262211,0.21312533325378177
ENSG00000249236,0.9815366125418454
ENSG00000227908,-1.1246058821783467
ENSG00000164512,6.241968221470953
ENSG00000248727,-0.05876755883034365
ENSG00000225940,3.0051007212417664
ENSG00000289709,NaN
ENSG00000095015,0.07903949246613587
ENSG00000237705,-0.34076206528419983
