Feature,Normalized.Dispersion
ENSG00000276747,-3.2623587815602226
ENSG00000179051,-1.2856390812213871
ENSG00000074964,-0.4144420268790416
ENSG00000284653,NaN
ENSG00000117154,NaN
ENSG00000230035,NaN
ENSG00000159423,6.329078504044718
ENSG00000169991,1.9662867141077514
ENSG00000272084,NaN
ENSG00000127481,-1.0210291925265707
ENSG00000230424,0.3348859061721362
ENSG00000127463,-1.6053113137291808
ENSG00000053372,-1.7463617853766655
ENSG00000053371,-1.5741640701348782
ENSG00000040487,-0.5039763294128949
ENSG00000077549,-1.2542027893663505
ENSG00000173436,-1.8306160033823213
ENSG00000235185,0.07778741896061174
ENSG00000158747,-0.4535703741631894
ENSG00000158748,-1.1779518373166513
ENSG00000162542,-0.06333000086059702
ENSG00000169914,-0.15137176026668417
ENSG00000127472,NaN
ENSG00000117215,NaN
ENSG00000158786,NaN
ENSG00000187980,-0.38975747748815476
ENSG00000162543,3.949719400456464
ENSG00000158816,-0.9348093839974225
ENSG00000226664,0.36029595067577946
ENSG00000236963,NaN
ENSG00000162545,0.7630171591764341
ENSG00000090432,-1.259127750889022
ENSG00000158825,3.06414275113614
ENSG00000158828,-1.2295845575227071
ENSG00000117242,-1.0514807105710495
ENSG00000244038,-1.3882555011566375
ENSG00000117245,-2.36101516843925
ENSG00000127483,-1.0153269073652766
ENSG00000075151,1.069661244432284
ENSG00000117298,1.668026395575219
ENSG00000231105,-0.5101246170227917
ENSG00000142794,-0.3330525135876909
ENSG00000162551,NaN
ENSG00000076864,NaN
ENSG00000090686,-0.7391507346215405
ENSG00000187942,-2.4667384713044487
ENSG00000142798,-1.9407378777452726
ENSG00000219073,0.010598420690411321
ENSG00000142789,NaN
ENSG00000228397,-0.16374653425047314
ENSG00000218510,-0.9180731401255856
ENSG00000285752,0.8829174682392914
ENSG00000070831,-1.2979928456306467
ENSG00000230068,-1.539550378156226
ENSG00000162552,NaN
ENSG00000285873,NaN
ENSG00000184677,0.25345532584026276
ENSG00000173372,4.616668862864903
ENSG00000133216,0.23927856162532463
ENSG00000227868,2.1600803943948903
ENSG00000004487,-0.4483635227920008
ENSG00000240553,1.5800243297351861
ENSG00000169641,0.5634273155208335
ENSG00000289014,NaN
ENSG00000261326,2.4171927115352467
ENSG00000284726,-0.6492733472130315
ENSG00000125944,-1.1869448649176306
ENSG00000125945,3.0065435727630425
ENSG00000249087,-1.9048410817058599
ENSG00000204219,-0.025122560705232038
ENSG00000088280,-1.5256832130483975
ENSG00000007968,-1.0760055218999922
ENSG00000235052,NaN
ENSG00000117318,4.154747531787375
ENSG00000285802,1.1654754175724924
